TRA_ID,TRA_ELEID,TRA_COLUMN,TRA_LANID,TRA_NAME
401001,1,Language.name,4,Anglés
401002,2,Language.name,4,Espanhòl
401003,3,Language.name,4,Catalan
401004,4,Language.name,4,Aranés
401005,5,Language.name,4,Francés
